year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,total_in_poverty,total_in_poverty_rate
2012,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,268646,51050.0,19002.7
2012,83,165.0,Saline,1,Southern,Mostly Urban,43.7,24910,5062.0,20321.2
2012,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,199390,27363.0,13723.4
2012,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7455,904.0,12126.1
2012,86,171.0,Scott,7,Central,Completely Rural,100.0,5286,616.0,11653.4
2012,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22207,2589.0,11658.5
2012,88,175.0,Stark,10,Central,Completely Rural,100.0,5741,617.0,10747.3
2012,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46886,6936.0,14793.3
2012,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,136125,11460.0,8418.7
2012,91,181.0,Union,1,Southern,Mostly Rural,65.9,17613,2890.0,16408.3
2012,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,80864,14675.0,18147.8
2012,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,11685,1553.0,13290.5
2012,94,187.0,Warren,9,Central,Mostly Urban,45.5,17754,2420.0,13630.7
2012,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14598,1403.0,9610.9
2012,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16655,2342.0,14061.8
2012,97,193.0,White,2,Southern,Mostly Rural,62.0,14523,2046.0,14088.0
2012,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,57760,6744.0,11675.9
2012,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,682535,56706.0,8308.1
2012,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,66774,9829.0,14719.8
2012,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,292112,46164.0,15803.5
2012,102,203.0,Woodford,11,Central,Mostly Rural,54.9,38845,2422.0,6235.0
2013,1,1.0,Adams,8,Central,Mostly Urban,32.6,67001,10300.0,15372.9
2013,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,7236,2351.0,32490.3
2013,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17327,2458.0,14186.0
2013,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,53767,5448.0,10132.6
2013,5,9.0,Brown,8,Central,Mostly Urban,41.1,6863,756.0,11015.6
2013,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34113,4018.0,11778.5
2013,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5008,595.0,11881.0
2013,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,14969,2057.0,13741.7
2013,9,17.0,Cass,8,Central,Mostly Rural,52.1,13301,1686.0,12675.7
2013,10,19.0,Champaign,6,Central,Mostly Urban,12.7,206433,40848.0,19787.5
2013,11,21.0,Christian,4,Central,Mostly Urban,43.5,34147,4271.0,12507.7
2013,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16095,2180.0,13544.6
2013,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13556,1897.0,13993.8
2013,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,37727,3398.0,9006.8
2013,15,29.0,Coles,5,Central,Mostly Urban,24.3,53052,9745.0,18368.8
2013,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5254885,918295.0,17475.1
2013,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19435,2515.0,12940.6
2013,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10905,1307.0,11985.3
2013,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,104207,18328.0,17588.1
2013,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16373,2227.0,13601.7
2013,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19859,2108.0,10614.8
2013,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,932519,64734.0,6941.8
2013,23,45.0,Edgar,5,Central,Mostly Rural,51.8,17938,3263.0,18190.4
2013,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6687,839.0,12546.7
2013,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34215,3737.0,10922.1
2013,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22193,3411.0,15369.7
2013,27,53.0,Ford,11,Central,Mostly Urban,41.8,13672,1519.0,11110.3
2013,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39553,7706.0,19482.7
2013,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36322,4967.0,13674.9
2013,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5387,917.0,17022.5
2013,31,61.0,Greene,7,Central,Mostly Rural,70.8,13634,2427.0,17801.1
2013,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,50187,3989.0,7948.3
2013,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8346,1232.0,14761.6
2013,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18544,2235.0,12052.4
2013,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4176,846.0,20258.6
2013,36,71.0,Henderson,9,Central,Mostly Rural,99.7,6962,884.0,12697.5
2013,37,73.0,Henry,14,Central,Mostly Rural,50.3,49921,5467.0,10951.3
2013,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,28941,3978.0,13745.2
2013,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59757,16499.0,27610.2
2013,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9606,996.0,10368.5
2013,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38647,6682.0,17289.8
2013,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22575,2284.0,10117.4
2013,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22396,2274.0,10153.6
2013,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12868,1989.0,15456.9
2013,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,522935,56348.0,10775.3
2013,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,112752,17935.0,15906.6
2013,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,119594,6837.0,5716.8
2013,48,95.0,Knox,9,Central,Mostly Urban,24.3,52127,9402.0,18036.7
2013,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,704462,64721.0,9187.3
2013,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,112428,15001.0,13342.8
2013,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16725,2560.0,15306.4
2013,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35116,3942.0,11225.7
2013,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37396,4352.0,11637.6
2013,54,107.0,Logan,11,Central,Mostly Urban,39.9,29821,3463.0,11612.6
2013,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32246,5978.0,18538.7
2013,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,307587,21631.0,7032.5
2013,57,113.0,McLean,11,Central,Mostly Urban,16.5,175045,22640.0,12933.8
2013,58,115.0,Macon,6,Central,Mostly Urban,15.3,109563,19074.0,17409.2
2013,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,46679,6366.0,13637.8
2013,60,119.0,Madison,3,Southern,Mostly Urban,13.3,267317,36105.0,13506.4
2013,61,121.0,Marion,4,Southern,Mostly Urban,45.1,38672,7233.0,18703.5
2013,62,123.0,Marshall,10,Central,Completely Rural,100.0,12121,1208.0,9966.2
2013,63,125.0,Mason,8,Central,Mostly Rural,77.5,14144,1959.0,13850.4
2013,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14845,2594.0,17473.9
2013,65,129.0,Menard,8,Central,Mostly Rural,75.7,12571,1343.0,10683.3
2013,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16075,1550.0,9642.3
2013,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,33459,1617.0,4832.8
2013,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29362,4359.0,14845.7
2013,69,137.0,Morgan,7,Central,Mostly Urban,36.2,34999,5154.0,14726.1
2013,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14796,1793.0,12118.1
2013,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,52279,6719.0,12852.2
2013,72,143.0,Peoria,10,Central,Mostly Urban,14.6,188645,31181.0,16528.9
2013,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21714,3404.0,15676.5
2013,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16429,1175.0,7152.0
2013,75,149.0,Pike,8,Central,Mostly Rural,72.3,16071,2668.0,16601.3
2013,76,151.0,Pope,1,Southern,Completely Rural,100.0,4453,813.0,18257.4
2013,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,5889,1268.0,21531.7
2013,78,155.0,Putnam,10,Central,Completely Rural,100.0,5854,519.0,8865.7
2013,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33174,4050.0,12208.4
2013,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16007,2599.0,16236.6
2013,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147688,22561.0,15276.1
2013,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,266805,47870.0,17941.9
2013,83,165.0,Saline,1,Southern,Mostly Urban,43.7,24799,4479.0,18061.2
2013,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,199131,29693.0,14911.3
2013,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7391,968.0,13097.0
2013,86,171.0,Scott,7,Central,Completely Rural,100.0,5211,687.0,13183.6
2013,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22141,2745.0,12397.8
2013,88,175.0,Stark,10,Central,Completely Rural,100.0,5707,635.0,11126.7
2013,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46672,8542.0,18302.2
2013,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,136268,11790.0,8652.1
2013,91,181.0,Union,1,Southern,Mostly Rural,65.9,17545,2903.0,16546.0
2013,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,80588,15111.0,18750.9
2013,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,11673,1687.0,14452.2
2013,94,187.0,Warren,9,Central,Mostly Urban,45.5,17670,2491.0,14097.3
2013,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14413,1405.0,9748.1
2013,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16664,2876.0,17258.8
2013,97,193.0,White,2,Southern,Mostly Rural,62.0,14435,2192.0,15185.3
2013,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,57462,6831.0,11887.9
2013,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,683873,57514.0,8410.0
2013,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,67447,10503.0,15572.2
2013,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,290994,46602.0,16014.8
2013,102,203.0,Woodford,11,Central,Mostly Rural,54.9,39035,2687.0,6883.6
2014,1,1.0,Adams,8,Central,Mostly Urban,32.6,66973,9185.0,13714.5
2014,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,7082,2491.0,35173.7
2014,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17071,2463.0,14428.0
2014,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,53740,5447.0,10135.8
2014,5,9.0,Brown,8,Central,Mostly Urban,41.1,6833,665.0,9732.2
2014,6,11.0,Bureau,13,Central,Mostly Rural,57.4,33861,4369.0,12902.7
2014,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,4925,587.0,11918.8
2014,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,14783,1821.0,12318.2
2014,9,17.0,Cass,8,Central,Mostly Rural,52.1,13091,1702.0,13001.3
2014,10,19.0,Champaign,6,Central,Mostly Urban,12.7,207959,43210.0,20778.1
2014,11,21.0,Christian,4,Central,Mostly Urban,43.5,33810,4639.0,13720.8
2014,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16046,2213.0,13791.6
2014,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13446,1811.0,13468.7
2014,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,37644,3554.0,9441.1
2014,15,29.0,Coles,5,Central,Mostly Urban,24.3,52522,11228.0,21377.7
2014,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5257481,883001.0,16795.1
2014,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19285,2721.0,14109.4
2014,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10924,1298.0,11882.1
2014,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,104570,14452.0,13820.4
2014,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16216,1735.0,10699.3
2014,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19903,1957.0,9832.7
2014,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,933820,72895.0,7806.1
2014,23,45.0,Edgar,5,Central,Mostly Rural,51.8,17805,2636.0,14804.8
2014,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6628,756.0,11406.2
2014,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34119,3987.0,11685.6
2014,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22072,3495.0,15834.5
2014,27,53.0,Ford,11,Central,Mostly Urban,41.8,13539,1604.0,11847.3
2014,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39445,7684.0,19480.3
2014,29,57.0,Fulton,9,Central,Mostly Rural,60.0,35990,5453.0,15151.4
2014,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5280,917.0,17367.4
2014,31,61.0,Greene,7,Central,Mostly Rural,70.8,13415,2118.0,15788.3
2014,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,50290,4261.0,8472.9
2014,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8314,1149.0,13820.1
2014,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18324,2126.0,11602.3
2014,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4148,847.0,20419.5
2014,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7011,802.0,11439.2
2014,37,73.0,Henry,14,Central,Mostly Rural,50.3,49830,5501.0,11039.5
2014,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,28719,4486.0,15620.3
2014,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59359,16945.0,28546.6
2014,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9633,1045.0,10848.1
2014,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38377,7046.0,18360.0
2014,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22467,2505.0,11149.7
2014,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22338,2352.0,10529.1
2014,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12890,1751.0,13584.2
2014,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,526028,55787.0,10605.3
2014,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,111907,15667.0,14000.0
2014,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,121413,6477.0,5334.7
2014,48,95.0,Knox,9,Central,Mostly Urban,24.3,51944,9289.0,17882.7
2014,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,704618,64993.0,9223.9
2014,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111669,14686.0,13151.4
2014,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16558,2521.0,15225.3
2014,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34904,3479.0,9967.3
2014,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37040,4115.0,11109.6
2014,54,107.0,Logan,11,Central,Mostly Urban,39.9,29656,3178.0,10716.2
2014,55,109.0,McDonough,9,Central,Mostly Urban,29.5,31792,6549.0,20599.5
2014,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,307414,20905.0,6800.3
2014,57,113.0,McLean,11,Central,Mostly Urban,16.5,174121,23326.0,13396.4
2014,58,115.0,Macon,6,Central,Mostly Urban,15.3,108520,17003.0,15668.1
2014,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,46204,5868.0,12700.2
2014,60,119.0,Madison,3,Southern,Mostly Urban,13.3,266618,34436.0,12915.9
2014,61,121.0,Marion,4,Southern,Mostly Urban,45.1,38558,7004.0,18164.8
2014,62,123.0,Marshall,10,Central,Completely Rural,100.0,11959,1255.0,10494.2
2014,63,125.0,Mason,8,Central,Mostly Rural,77.5,14102,2014.0,14281.7
2014,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14753,3029.0,20531.4
2014,65,129.0,Menard,8,Central,Mostly Rural,75.7,12505,1245.0,9956.0
2014,66,131.0,Mercer,14,Central,Mostly Rural,77.8,15900,1511.0,9503.1
2014,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,33542,1710.0,5098.1
2014,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29448,4577.0,15542.7
2014,69,137.0,Morgan,7,Central,Mostly Urban,36.2,34672,4832.0,13936.3
2014,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14750,1705.0,11559.3
2014,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,51949,5856.0,11272.6
2014,72,143.0,Peoria,10,Central,Mostly Urban,14.6,187531,30408.0,16214.9
2014,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21540,3200.0,14856.1
2014,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16408,1206.0,7350.1
2014,75,149.0,Pike,8,Central,Mostly Rural,72.3,15955,2338.0,14653.7
2014,76,151.0,Pope,1,Southern,Completely Rural,100.0,4371,799.0,18279.6
2014,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,5794,1332.0,22989.3
2014,78,155.0,Putnam,10,Central,Completely Rural,100.0,5832,512.0,8779.1
2014,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33142,3949.0,11915.4
2014,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16018,2284.0,14259.0
2014,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147090,23015.0,15646.9
2014,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,265922,49691.0,18686.3
2014,83,165.0,Saline,1,Southern,Mostly Urban,43.7,24492,4983.0,20345.4
2014,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,199180,29897.0,15010.0
2014,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7260,954.0,13140.5
2014,86,171.0,Scott,7,Central,Completely Rural,100.0,5170,614.0,11876.2
2014,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22106,2539.0,11485.6
2014,88,175.0,Stark,10,Central,Completely Rural,100.0,5602,677.0,12085.0
2014,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46267,6417.0,13869.5
2014,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,135363,12112.0,8947.8
2014,91,181.0,Union,1,Southern,Mostly Rural,65.9,17407,3079.0,17688.3
2014,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,79786,14555.0,18242.5
2014,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,11600,1690.0,14569.0
2014,94,187.0,Warren,9,Central,Mostly Urban,45.5,17719,2261.0,12760.3
2014,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14391,1441.0,10013.2
2014,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16593,2457.0,14807.4
2014,97,193.0,White,2,Southern,Mostly Rural,62.0,14267,1963.0,13759.0
2014,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,57019,6771.0,11875.0
2014,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,685369,54720.0,7984.0
2014,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,67410,10271.0,15236.6
2014,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,288775,47864.0,16574.8
2014,102,203.0,Woodford,11,Central,Mostly Rural,54.9,39061,2411.0,6172.4
2015,1,1.0,Adams,8,Central,Mostly Urban,32.6,66857,8674.0,12974.0
2015,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,6761,1915.0,28324.2
2015,3,5.0,Bond,3,Southern,Mostly Rural,60.7,16684,2220.0,13306.2
2015,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,53606,5477.0,10217.1
2015,5,9.0,Brown,8,Central,Mostly Urban,41.1,6748,782.0,11588.6
2015,6,11.0,Bureau,13,Central,Mostly Rural,57.4,33490,4167.0,12442.5
2015,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,4858,558.0,11486.2
2015,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,14640,1539.0,10512.3
2015,9,17.0,Cass,8,Central,Mostly Rural,52.1,12848,1546.0,12033.0
2015,10,19.0,Champaign,6,Central,Mostly Urban,12.7,209234,38751.0,18520.4
2015,11,21.0,Christian,4,Central,Mostly Urban,43.5,33457,4059.0,12132.0
2015,12,23.0,Clark,5,Southern,Mostly Rural,59.5,15869,2171.0,13680.8
2015,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13402,1907.0,14229.2
2015,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,37660,3028.0,8040.4
2015,15,29.0,Coles,5,Central,Mostly Urban,24.3,52160,10640.0,20398.8
2015,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5247662,833241.0,15878.3
2015,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19258,2410.0,12514.3
2015,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10860,1285.0,11832.4
2015,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,104154,15847.0,15215.0
2015,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16181,1846.0,11408.4
2015,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19831,2009.0,10130.6
2015,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,933965,65538.0,7017.2
2015,23,45.0,Edgar,5,Central,Mostly Rural,51.8,17603,2412.0,13702.2
2015,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6509,732.0,11246.0
2015,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34209,3313.0,9684.6
2015,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22033,3711.0,16842.9
2015,27,53.0,Ford,11,Central,Mostly Urban,41.8,13526,1494.0,11045.4
2015,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39390,7252.0,18410.8
2015,29,57.0,Fulton,9,Central,Mostly Rural,60.0,35707,4874.0,13650.0
2015,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5222,936.0,17924.2
2015,31,61.0,Greene,7,Central,Mostly Rural,70.8,13344,2165.0,16224.5
2015,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,50363,3884.0,7712.0
2015,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8249,1055.0,12789.4
2015,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18215,2319.0,12731.3
2015,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4065,828.0,20369.0
2015,36,71.0,Henderson,9,Central,Mostly Rural,99.7,6997,793.0,11333.4
2015,37,73.0,Henry,14,Central,Mostly Rural,50.3,49644,5215.0,10504.8
2015,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,28522,3737.0,13102.2
2015,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59245,13118.0,22142.0
2015,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9628,1140.0,11840.5
2015,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38290,5998.0,15664.7
2015,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22223,2455.0,11047.1
2015,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22077,2060.0,9331.0
2015,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12780,1569.0,12277.0
2015,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,529330,56882.0,10746.0
2015,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,111758,16163.0,14462.5
2015,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,122937,5950.0,4839.9
2015,48,95.0,Knox,9,Central,Mostly Urban,24.3,51374,8149.0,15862.1
2015,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,704995,61899.0,8780.1
2015,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111023,13843.0,12468.6
2015,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16455,2454.0,14913.4
2015,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34515,4005.0,11603.7
2015,53,105.0,Livingston,11,Central,Mostly Urban,40.8,36603,4364.0,11922.5
2015,54,107.0,Logan,11,Central,Mostly Urban,39.9,29270,3445.0,11769.7
2015,55,109.0,McDonough,9,Central,Mostly Urban,29.5,31430,6247.0,19875.9
2015,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,307650,24659.0,8015.3
2015,57,113.0,McLean,11,Central,Mostly Urban,16.5,173160,18969.0,10954.6
2015,58,115.0,Macon,6,Central,Mostly Urban,15.3,107363,18784.0,17495.8
2015,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,45875,6192.0,13497.5
2015,60,119.0,Madison,3,Southern,Mostly Urban,13.3,266069,33734.0,12678.7
2015,61,121.0,Marion,4,Southern,Mostly Urban,45.1,38366,6718.0,17510.3
2015,62,123.0,Marshall,10,Central,Completely Rural,100.0,11919,1244.0,10437.1
2015,63,125.0,Mason,8,Central,Mostly Rural,77.5,13861,1869.0,13483.9
2015,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14565,2438.0,16738.8
2015,65,129.0,Menard,8,Central,Mostly Rural,75.7,12355,1258.0,10182.1
2015,66,131.0,Mercer,14,Central,Mostly Rural,77.8,15744,1581.0,10041.9
2015,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,33738,1669.0,4946.9
2015,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29186,4444.0,15226.5
2015,69,137.0,Morgan,7,Central,Mostly Urban,36.2,34665,4746.0,13691.0
2015,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14740,1248.0,8466.8
2015,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,51573,5289.0,10255.4
2015,72,143.0,Peoria,10,Central,Mostly Urban,14.6,186512,28269.0,15156.7
2015,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21516,3213.0,14933.1
2015,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16349,1054.0,6446.9
2015,75,149.0,Pike,8,Central,Mostly Rural,72.3,15792,2290.0,14501.0
2015,76,151.0,Pope,1,Southern,Completely Rural,100.0,4287,721.0,16818.3
2015,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,5654,1396.0,24690.5
2015,78,155.0,Putnam,10,Central,Completely Rural,100.0,5728,492.0,8589.4
2015,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,32803,4049.0,12343.4
2015,80,159.0,Richland,2,Southern,Mostly Urban,43.5,15953,2334.0,14630.5
2015,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,146284,18596.0,12712.3
2015,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,264805,42464.0,16036.0
2015,83,165.0,Saline,1,Southern,Mostly Urban,43.7,24491,5500.0,22457.2
2015,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,198884,29798.0,14982.6
2015,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7149,894.0,12505.2
2015,86,171.0,Scott,7,Central,Completely Rural,100.0,5111,568.0,11113.3
