year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,total_in_poverty,total_in_poverty_rate
2003,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,29936,1231.0,4112.1
2003,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30176,3480.0,11532.3
2003,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35958,3855.0,10720.8
2003,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14284,1171.0,8198.0
2003,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,52808,4267.0,8080.2
2003,72,143.0,Peoria,10,Central,Mostly Urban,14.6,181901,23654.0,13003.8
2003,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22618,2699.0,11933.0
2003,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16287,983.0,6035.5
2003,75,149.0,Pike,8,Central,Mostly Rural,72.3,16790,2053.0,12227.5
2003,76,151.0,Pope,1,Southern,Completely Rural,100.0,4612,598.0,12966.2
2003,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6946,1341.0,19306.1
2003,78,155.0,Putnam,10,Central,Completely Rural,100.0,6074,397.0,6536.1
2003,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33064,3396.0,10271.0
2003,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16049,1884.0,11739.0
2003,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147044,16635.0,11312.9
2003,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,257753,36914.0,14321.5
2003,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26112,3769.0,14434.0
2003,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,191850,19160.0,9987.0
2003,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6974,658.0,9435.0
2003,86,171.0,Scott,7,Central,Completely Rural,100.0,5429,514.0,9467.7
2003,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22370,2086.0,9325.0
2003,88,175.0,Stark,10,Central,Completely Rural,100.0,6174,557.0,9021.7
2003,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,47996,4881.0,10169.6
2003,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,127768,10228.0,8005.1
2003,91,181.0,Union,1,Southern,Mostly Rural,65.9,18137,2459.0,13557.9
2003,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,82364,11215.0,13616.4
2003,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12541,1426.0,11370.7
2003,94,187.0,Warren,9,Central,Mostly Urban,45.5,18114,1835.0,10130.3
2003,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15110,1077.0,7127.7
2003,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16791,2010.0,11970.7
2003,97,193.0,White,2,Southern,Mostly Rural,62.0,14948,1798.0,12028.4
2003,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,59546,5567.0,9349.1
2003,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,580392,40197.0,6925.8
2003,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,62315,8362.0,13418.9
2003,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,285120,34686.0,12165.4
2003,102,203.0,Woodford,11,Central,Mostly Rural,54.9,36021,2173.0,6032.6
2004,1,1.0,Adams,8,Central,Mostly Urban,32.6,66724,7278.0,10907.6
2004,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8938,2007.0,22454.7
2004,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18243,1765.0,9674.9
2004,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,47693,3957.0,8296.8
2004,5,9.0,Brown,8,Central,Mostly Urban,41.1,6777,602.0,8883.0
2004,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34786,3100.0,8911.6
2004,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5104,457.0,8953.8
2004,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16179,1613.0,9969.7
2004,9,17.0,Cass,8,Central,Mostly Rural,52.1,13593,1464.0,10770.2
2004,10,19.0,Champaign,6,Central,Mostly Urban,12.7,186361,22790.0,12229.0
2004,11,21.0,Christian,4,Central,Mostly Urban,43.5,35010,3717.0,10617.0
2004,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16803,1783.0,10611.2
2004,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13974,1673.0,11972.2
2004,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35955,2589.0,7200.7
2004,15,29.0,Coles,5,Central,Mostly Urban,24.3,52381,6873.0,13121.2
2004,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5302421,798672.0,15062.4
2004,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19820,2208.0,11140.3
2004,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10895,1122.0,10298.3
2004,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,97079,8624.0,8883.5
2004,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16421,1692.0,10303.9
2004,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19738,1618.0,8197.4
2004,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,922962,55088.0,5968.6
2004,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19046,2248.0,11803.0
2004,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6706,637.0,9499.0
2004,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34520,3176.0,9200.5
2004,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20597,2725.0,13230.1
2004,27,53.0,Ford,11,Central,Mostly Urban,41.8,14049,1122.0,7986.3
2004,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39149,6047.0,15446.1
2004,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37372,4252.0,11377.5
2004,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6108,988.0,16175.5
2004,31,61.0,Greene,7,Central,Mostly Rural,70.8,14163,1789.0,12631.5
2004,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,40862,2639.0,6458.3
2004,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8372,1028.0,12279.0
2004,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19215,1844.0,9596.7
2004,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4673,696.0,14894.1
2004,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7915,827.0,10448.5
2004,37,73.0,Henry,14,Central,Mostly Rural,50.3,49925,4106.0,8224.3
2004,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30318,3059.0,10089.7
2004,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58711,10723.0,18264.0
2004,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9916,1000.0,10084.7
2004,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40034,5287.0,13206.3
2004,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22127,1851.0,8365.3
2004,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22298,1748.0,7839.3
2004,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13506,1471.0,10891.5
2004,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,466937,37975.0,8132.8
2004,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,107424,12402.0,11544.9
2004,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,72336,3285.0,4541.3
2004,48,95.0,Knox,9,Central,Mostly Urban,24.3,53290,6661.0,12499.5
2004,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,684394,49015.0,7161.8
2004,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111407,10825.0,9716.6
2004,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16460,1918.0,11652.5
2004,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35072,3097.0,8830.4
2004,53,105.0,Livingston,11,Central,Mostly Urban,40.8,38462,3684.0,9578.3
2004,54,107.0,Logan,11,Central,Mostly Urban,39.9,30452,2819.0,9257.2
2004,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32838,4418.0,13453.9
2004,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,294351,13825.0,4696.8
2004,57,113.0,McLean,11,Central,Mostly Urban,16.5,158395,14941.0,9432.7
2004,58,115.0,Macon,6,Central,Mostly Urban,15.3,109987,15361.0,13966.2
2004,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48633,5090.0,10466.1
2004,60,119.0,Madison,3,Southern,Mostly Urban,13.3,264032,29155.0,11042.2
2004,61,121.0,Marion,4,Southern,Mostly Urban,45.1,40035,5339.0,13335.8
2004,62,123.0,Marshall,10,Central,Completely Rural,100.0,12997,1048.0,8063.4
2004,63,125.0,Mason,8,Central,Mostly Rural,77.5,15660,1769.0,11296.3
2004,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15232,2089.0,13714.5
2004,65,129.0,Menard,8,Central,Mostly Rural,75.7,12516,1108.0,8852.7
2004,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16689,1442.0,8640.4
2004,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,30659,1247.0,4067.3
2004,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30144,3613.0,11985.8
2004,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35978,4051.0,11259.7
2004,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14324,1183.0,8258.9
2004,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,53358,4665.0,8742.8
2004,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182034,23293.0,12796.0
2004,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22606,2823.0,12487.8
2004,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16347,1059.0,6478.3
2004,75,149.0,Pike,8,Central,Mostly Rural,72.3,16796,2085.0,12413.7
2004,76,151.0,Pope,1,Southern,Completely Rural,100.0,4229,634.0,14991.7
2004,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6825,1354.0,19838.8
2004,78,155.0,Putnam,10,Central,Completely Rural,100.0,6014,387.0,6435.0
2004,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33241,3545.0,10664.5
2004,80,159.0,Richland,2,Southern,Mostly Urban,43.5,15934,1938.0,12162.7
2004,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,146817,17278.0,11768.4
2004,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,258406,38406.0,14862.7
2004,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26128,4031.0,15427.9
2004,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,192270,19776.0,10285.5
2004,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7024,706.0,10051.3
2004,86,171.0,Scott,7,Central,Completely Rural,100.0,5368,528.0,9836.1
2004,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22156,2096.0,9460.2
2004,88,175.0,Stark,10,Central,Completely Rural,100.0,6141,566.0,9216.7
2004,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,47822,5124.0,10714.7
2004,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128349,10919.0,8507.3
2004,91,181.0,Union,1,Southern,Mostly Rural,65.9,18076,2537.0,14035.2
2004,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,82136,11863.0,14443.1
2004,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12458,1475.0,11839.8
2004,94,187.0,Warren,9,Central,Mostly Urban,45.5,17758,1857.0,10457.3
2004,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15002,1061.0,7072.4
2004,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16673,2028.0,12163.4
2004,97,193.0,White,2,Southern,Mostly Rural,62.0,15010,1903.0,12678.2
2004,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,59433,5722.0,9627.6
2004,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,608245,42183.0,6935.2
2004,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,63064,8533.0,13530.7
2004,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,286929,36226.0,12625.4
2004,102,203.0,Woodford,11,Central,Mostly Rural,54.9,36503,2201.0,6029.6
2005,1,1.0,Adams,8,Central,Mostly Urban,32.6,66750,7172.0,10744.6
2005,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8629,2826.0,32750.0
2005,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18120,1991.0,10987.9
2005,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,49455,3981.0,8049.7
2005,5,9.0,Brown,8,Central,Mostly Urban,41.1,6681,671.0,10043.4
2005,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34756,3491.0,10044.3
2005,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5117,529.0,10338.1
2005,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16001,1725.0,10780.6
2005,9,17.0,Cass,8,Central,Mostly Rural,52.1,13602,1605.0,11799.7
2005,10,19.0,Champaign,6,Central,Mostly Urban,12.7,187870,29800.0,15862.0
2005,11,21.0,Christian,4,Central,Mostly Urban,43.5,34786,3770.0,10837.7
2005,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16827,1980.0,11766.8
2005,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13924,1806.0,12970.4
2005,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35987,2534.0,7041.4
2005,15,29.0,Coles,5,Central,Mostly Urban,24.3,52038,8892.0,17087.5
2005,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5268513,780189.0,14808.5
2005,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19754,2494.0,12625.3
2005,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10841,1172.0,10810.8
2005,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,99485,12952.0,13019.0
2005,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16400,1595.0,9725.6
2005,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19652,1462.0,7439.4
2005,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,922589,45560.0,4938.3
2005,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18946,2415.0,12746.8
2005,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6647,705.0,10606.3
2005,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34384,3139.0,9129.2
2005,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21139,3048.0,14418.8
2005,27,53.0,Ford,11,Central,Mostly Urban,41.8,13975,1248.0,8930.2
2005,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39381,6517.0,16548.6
2005,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37121,4245.0,11435.6
2005,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6069,1146.0,18882.8
2005,31,61.0,Greene,7,Central,Mostly Rural,70.8,14102,1945.0,13792.4
2005,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,43443,2303.0,5301.2
2005,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8277,1115.0,13471.1
2005,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19036,2061.0,10826.9
2005,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4617,855.0,18518.5
2005,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7780,927.0,11915.2
2005,37,73.0,Henry,14,Central,Mostly Rural,50.3,49838,5129.0,10291.3
2005,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30331,3143.0,10362.3
2005,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59095,15281.0,25858.4
2005,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9787,1076.0,10994.2
2005,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40097,5896.0,14704.3
2005,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22181,1760.0,7934.7
2005,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22244,2003.0,9004.7
2005,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13486,1607.0,11916.1
2005,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,475350,40414.0,8501.9
2005,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,108453,13510.0,12457.0
2005,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,79054,2431.0,3075.1
2005,48,95.0,Knox,9,Central,Mostly Urban,24.3,52729,7162.0,13582.7
2005,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,691815,48048.0,6945.2
2005,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111660,12793.0,11457.1
2005,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16730,2163.0,12928.9
2005,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34863,3017.0,8653.9
2005,53,105.0,Livingston,11,Central,Mostly Urban,40.8,38236,3481.0,9104.0
2005,54,107.0,Logan,11,Central,Mostly Urban,39.9,30211,2962.0,9804.4
2005,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32930,5596.0,16993.6
2005,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,301741,13922.0,4613.9
2005,57,113.0,McLean,11,Central,Mostly Urban,16.5,159374,16664.0,10455.9
2005,58,115.0,Macon,6,Central,Mostly Urban,15.3,109582,16121.0,14711.4
2005,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48416,4940.0,10203.2
2005,60,119.0,Madison,3,Southern,Mostly Urban,13.3,264911,28253.0,10665.1
2005,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39688,6277.0,15815.9
2005,62,123.0,Marshall,10,Central,Completely Rural,100.0,12934,1034.0,7994.4
2005,63,125.0,Mason,8,Central,Mostly Rural,77.5,15450,2198.0,14226.5
2005,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15211,2462.0,16185.7
2005,65,129.0,Menard,8,Central,Mostly Rural,75.7,12394,1166.0,9407.8
2005,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16554,1342.0,8106.8
2005,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,31300,1177.0,3760.4
2005,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29958,4259.0,14216.6
2005,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35662,4384.0,12293.2
2005,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14338,1328.0,9262.1
2005,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,53935,4500.0,8343.4
2005,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182105,22272.0,12230.3
2005,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22569,3290.0,14577.5
2005,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16495,1017.0,6165.5
2005,75,149.0,Pike,8,Central,Mostly Rural,72.3,16719,2343.0,14014.0
2005,76,151.0,Pope,1,Southern,Completely Rural,100.0,4107,690.0,16800.6
2005,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6663,1856.0,27855.3
2005,78,155.0,Putnam,10,Central,Completely Rural,100.0,5973,402.0,6730.3
2005,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33015,3759.0,11385.7
2005,80,159.0,Richland,2,Southern,Mostly Urban,43.5,15841,2374.0,14986.4
2005,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,146451,19115.0,13052.1
2005,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,258849,33041.0,12764.6
2005,83,165.0,Saline,1,Southern,Mostly Urban,43.7,25961,5110.0,19683.4
2005,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,192622,21079.0,10943.2
2005,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7065,777.0,10997.9
2005,86,171.0,Scott,7,Central,Completely Rural,100.0,5333,566.0,10613.2
2005,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22033,2295.0,10416.2
2005,88,175.0,Stark,10,Central,Completely Rural,100.0,6094,627.0,10288.8
2005,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,47290,5010.0,10594.2
2005,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,129176,11046.0,8551.1
2005,91,181.0,Union,1,Southern,Mostly Rural,65.9,18100,2878.0,15900.6
2005,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,81696,14435.0,17669.2
2005,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12412,1829.0,14735.7
2005,94,187.0,Warren,9,Central,Mostly Urban,45.5,17704,2160.0,12200.6
2005,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14820,1138.0,7678.8
2005,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16640,2465.0,14813.7
2005,97,193.0,White,2,Southern,Mostly Rural,62.0,14975,2085.0,13923.2
2005,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,59175,6338.0,10710.6
2005,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,631397,33952.0,5377.3
2005,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,63493,7982.0,12571.5
2005,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,289422,33725.0,11652.5
2005,102,203.0,Woodford,11,Central,Mostly Rural,54.9,37025,1977.0,5339.6
2006,1,1.0,Adams,8,Central,Mostly Urban,32.6,66922,7548.0,11278.8
2006,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8410,2157.0,25648.0
2006,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18143,2261.0,12462.1
2006,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,51472,4566.0,8870.8
2006,5,9.0,Brown,8,Central,Mostly Urban,41.1,6601,622.0,9422.8
2006,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34914,3740.0,10712.0
2006,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5121,551.0,10759.6
2006,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,15972,1626.0,10180.3
2006,9,17.0,Cass,8,Central,Mostly Rural,52.1,13529,1781.0,13164.3
2006,10,19.0,Champaign,6,Central,Mostly Urban,12.7,190599,32582.0,17094.5
2006,11,21.0,Christian,4,Central,Mostly Urban,43.5,34642,4711.0,13599.1
2006,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16786,1993.0,11873.0
2006,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13815,2140.0,15490.4
2006,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,36202,2951.0,8151.5
2006,15,29.0,Coles,5,Central,Mostly Urban,24.3,52238,8342.0,15969.2
2006,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5236986,798833.0,15253.7
2006,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19619,2847.0,14511.4
2006,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10856,1292.0,11901.3
2006,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,102752,11755.0,11440.2
2006,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16419,1863.0,11346.6
2006,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19580,1871.0,9555.7
2006,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,922190,46353.0,5026.4
2006,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18900,2387.0,12629.6
2006,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6520,769.0,11794.5
2006,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34315,3240.0,9441.9
2006,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21086,3594.0,17044.5
2006,27,53.0,Ford,11,Central,Mostly Urban,41.8,13957,1227.0,8791.3
2006,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39309,7489.0,19051.6
2006,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36984,4866.0,13157.0
2006,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6026,1168.0,19382.7
2006,31,61.0,Greene,7,Central,Mostly Rural,70.8,13862,2120.0,15293.6
2006,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,45602,2586.0,5670.8
2006,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8264,1325.0,16033.4
2006,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18893,2017.0,10675.9
2006,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4506,793.0,17598.8
2006,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7602,890.0,11707.4
2006,37,73.0,Henry,14,Central,Mostly Rural,50.3,49526,4652.0,9393.0
2006,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30063,2776.0,9233.9
2006,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59064,13547.0,22936.1
2006,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9669,1154.0,11935.1
2006,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40109,5692.0,14191.3
2006,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22354,1947.0,8709.9
2006,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22309,1970.0,8830.5
2006,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13687,1881.0,13743.0
2006,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,485142,40493.0,8346.6
2006,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,110108,14815.0,13455.0
2006,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,87864,3392.0,3860.5
2006,48,95.0,Knox,9,Central,Mostly Urban,24.3,52300,7639.0,14606.1
2006,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,698305,41774.0,5982.2
2006,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,112075,12326.0,10998.0
2006,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16489,2411.0,14621.9
2006,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34963,3409.0,9750.3
2006,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37997,3953.0,10403.5
2006,54,107.0,Logan,11,Central,Mostly Urban,39.9,29938,2976.0,9940.5
2006,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32968,6097.0,18493.7
2006,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,309214,16432.0,5314.1
2006,57,113.0,McLean,11,Central,Mostly Urban,16.5,161802,17838.0,11024.6
2006,58,115.0,Macon,6,Central,Mostly Urban,15.3,109025,17353.0,15916.5
2006,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48165,5437.0,11288.3
2006,60,119.0,Madison,3,Southern,Mostly Urban,13.3,266119,31579.0,11866.5
2006,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39736,6701.0,16863.8
2006,62,123.0,Marshall,10,Central,Completely Rural,100.0,12877,1190.0,9241.3
2006,63,125.0,Mason,8,Central,Mostly Rural,77.5,15129,1854.0,12254.6
2006,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15085,2026.0,13430.6
2006,65,129.0,Menard,8,Central,Mostly Rural,75.7,12376,1095.0,8847.8
2006,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16478,1524.0,9248.7
2006,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,31944,1333.0,4172.9
2006,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29959,3617.0,12073.2
2006,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35435,4599.0,12978.7
2006,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14270,1409.0,9873.9
2006,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,54621,4072.0,7455.0
