year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,new_court,offense_type_drug,offense_type_other,offense_type_person,offense_type_property,offense_type_sex,offense_type_violent,sex_female,sex_male,technical_violation_other,new_court_rate,offense_type_drug_rate,offense_type_other_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_violent_rate,sex_female_rate,sex_male_rate,technical_violation_other_rate
2011,23,45.0,Edgar,5,Central,Mostly Rural,51.8,22412.0,31.0,8.0,5.0,4.0,10.0,4.0,7.0,,31.0,25.0,138.3,35.7,22.3,17.8,44.6,17.8,31.2,,138.3,111.5
2011,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8172.0,12.0,1.0,,4.0,5.0,2.0,5.0,,12.0,1.0,146.8,12.2,,48.9,61.2,24.5,61.2,,146.8,12.2
2011,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,42600.0,59.0,13.0,14.0,15.0,11.0,6.0,19.0,7.0,52.0,21.0,138.5,30.5,32.9,35.2,25.8,14.1,44.6,16.4,122.1,49.3
2011,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,27299.0,59.0,12.0,7.0,14.0,18.0,8.0,19.0,9.0,50.0,19.0,216.1,44.0,25.6,51.3,65.9,29.3,69.6,33.0,183.2,69.6
2011,27,53.0,Ford,11,Central,Mostly Urban,41.8,17102.0,7.0,,,,5.0,2.0,1.0,,7.0,4.0,40.9,,,,29.2,11.7,5.8,,40.9,23.4
2011,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,49111.0,69.0,15.0,9.0,15.0,25.0,5.0,17.0,8.0,61.0,27.0,140.5,30.5,18.3,30.5,50.9,10.2,34.6,16.3,124.2,55.0
2011,29,57.0,Fulton,9,Central,Mostly Rural,60.0,44541.0,31.0,5.0,2.0,7.0,13.0,4.0,9.0,3.0,28.0,9.0,69.6,11.2,4.5,15.7,29.2,9.0,20.2,6.7,62.9,20.2
2011,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6628.0,9.0,4.0,,2.0,3.0,,2.0,,9.0,5.0,135.8,60.4,,30.2,45.3,,30.2,,135.8,75.4
2011,31,61.0,Greene,7,Central,Mostly Rural,70.8,16993.0,18.0,7.0,1.0,2.0,7.0,1.0,3.0,3.0,15.0,3.0,105.9,41.2,5.9,11.8,41.2,5.9,17.7,17.7,88.3,17.7
2011,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,63527.0,52.0,17.0,2.0,9.0,22.0,2.0,11.0,9.0,43.0,8.0,81.9,26.8,3.1,14.2,34.6,3.1,17.3,14.2,67.7,12.6
2011,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,10329.0,21.0,12.0,,2.0,5.0,2.0,4.0,3.0,18.0,9.0,203.3,116.2,,19.4,48.4,19.4,38.7,29.0,174.3,87.1
2011,34,67.0,Hancock,9,Central,Mostly Rural,71.0,23113.0,25.0,10.0,4.0,2.0,8.0,1.0,2.0,5.0,20.0,9.0,108.2,43.3,17.3,8.7,34.6,4.3,8.7,21.6,86.5,38.9
2011,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5170.0,9.0,2.0,1.0,1.0,5.0,,1.0,1.0,8.0,8.0,174.1,38.7,19.3,19.3,96.7,,19.3,19.3,154.7,154.7
2011,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8657.0,4.0,1.0,1.0,1.0,1.0,,1.0,,4.0,4.0,46.2,11.6,11.6,11.6,11.6,,11.6,,46.2,46.2
2011,37,73.0,Henry,14,Central,Mostly Rural,50.3,62140.0,97.0,28.0,12.0,22.0,23.0,12.0,29.0,8.0,89.0,42.0,156.1,45.1,19.3,35.4,37.0,19.3,46.7,12.9,143.2,67.6
2011,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,36349.0,45.0,10.0,11.0,11.0,11.0,2.0,12.0,5.0,40.0,14.0,123.8,27.5,30.3,30.3,30.3,5.5,33.0,13.8,110.0,38.5
2011,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,71056.0,65.0,11.0,3.0,18.0,30.0,3.0,20.0,8.0,57.0,25.0,91.5,15.5,4.2,25.3,42.2,4.2,28.1,11.3,80.2,35.2
2011,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11985.0,8.0,,,,7.0,1.0,1.0,,8.0,6.0,66.8,,,,58.4,8.3,8.3,,66.8,50.1
2011,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,47243.0,52.0,9.0,4.0,10.0,23.0,6.0,13.0,11.0,41.0,35.0,110.1,19.1,8.5,21.2,48.7,12.7,27.5,23.3,86.8,74.1
2011,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,27968.0,39.0,13.0,4.0,4.0,15.0,3.0,5.0,6.0,33.0,17.0,139.4,46.5,14.3,14.3,53.6,10.7,17.9,21.5,118.0,60.8
2011,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,27276.0,6.0,,3.0,2.0,,1.0,3.0,,6.0,9.0,22.0,,11.0,7.3,,3.7,11.0,,22.0,33.0
2011,44,87.0,Johnson,1,Southern,Completely Rural,100.0,15239.0,13.0,1.0,2.0,3.0,7.0,,3.0,2.0,11.0,10.0,85.3,6.6,13.1,19.7,45.9,,19.7,13.1,72.2,65.6
2011,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,666997.0,686.0,204.0,67.0,203.0,170.0,42.0,227.0,49.0,637.0,243.0,102.8,30.6,10.0,30.4,25.5,6.3,34.0,7.3,95.5,36.4
2011,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,141829.0,267.0,96.0,10.0,56.0,88.0,17.0,65.0,22.0,245.0,126.0,188.3,67.7,7.1,39.5,62.0,12.0,45.8,15.5,172.7,88.8
2011,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,152994.0,71.0,22.0,5.0,20.0,19.0,5.0,24.0,10.0,61.0,36.0,46.4,14.4,3.3,13.1,12.4,3.3,15.7,6.5,39.9,23.5
2011,48,95.0,Knox,9,Central,Mostly Urban,24.3,63420.0,99.0,36.0,6.0,15.0,32.0,10.0,20.0,4.0,95.0,38.0,156.1,56.8,9.5,23.7,50.5,15.8,31.5,6.3,149.8,59.9
2011,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,890069.0,669.0,141.0,68.0,181.0,218.0,61.0,224.0,55.0,614.0,298.0,75.2,15.8,7.6,20.3,24.5,6.9,25.2,6.2,69.0,33.5
2011,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,139383.0,298.0,102.0,12.0,53.0,102.0,29.0,67.0,47.0,251.0,70.0,213.8,73.2,8.6,38.0,73.2,20.8,48.1,33.7,180.1,50.2
2011,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,20123.0,66.0,31.0,1.0,7.0,23.0,4.0,10.0,14.0,52.0,4.0,328.0,154.1,5.0,34.8,114.3,19.9,49.7,69.6,258.4,19.9
2011,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,43001.0,47.0,7.0,5.0,16.0,10.0,9.0,23.0,6.0,41.0,27.0,109.3,16.3,11.6,37.2,23.3,20.9,53.5,14.0,95.3,62.8
2011,53,105.0,Livingston,11,Central,Mostly Urban,40.8,47433.0,108.0,22.0,13.0,25.0,40.0,8.0,31.0,15.0,93.0,21.0,227.7,46.4,27.4,52.7,84.3,16.9,65.4,31.6,196.1,44.3
2011,54,107.0,Logan,11,Central,Mostly Urban,39.9,36219.0,47.0,6.0,5.0,16.0,16.0,4.0,19.0,9.0,38.0,22.0,129.8,16.6,13.8,44.2,44.2,11.0,52.5,24.8,104.9,60.7
2011,55,109.0,McDonough,9,Central,Mostly Urban,29.5,37777.0,46.0,15.0,3.0,6.0,19.0,3.0,8.0,4.0,42.0,14.0,121.8,39.7,7.9,15.9,50.3,7.9,21.2,10.6,111.2,37.1
2011,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,390408.0,168.0,40.0,22.0,45.0,49.0,12.0,54.0,15.0,153.0,45.0,43.0,10.2,5.6,11.5,12.6,3.1,13.8,3.8,39.2,11.5
2011,57,113.0,McLean,11,Central,Mostly Urban,16.5,209348.0,396.0,157.0,33.0,73.0,114.0,19.0,85.0,49.0,347.0,121.0,189.2,75.0,15.8,34.9,54.5,9.1,40.6,23.4,165.8,57.8
2011,58,115.0,Macon,6,Central,Mostly Urban,15.3,135817.0,532.0,90.0,87.0,136.0,207.0,12.0,141.0,73.0,459.0,204.0,391.7,66.3,64.1,100.1,152.4,8.8,103.8,53.7,338.0,150.2
2011,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,58457.0,61.0,14.0,5.0,8.0,30.0,4.0,12.0,4.0,57.0,25.0,104.4,23.9,8.6,13.7,51.3,6.8,20.5,6.8,97.5,42.8
2011,60,119.0,Madison,3,Southern,Mostly Urban,13.3,329113.0,445.0,106.0,21.0,110.0,186.0,22.0,123.0,47.0,398.0,220.0,135.2,32.2,6.4,33.4,56.5,6.7,37.4,14.3,120.9,66.8
2011,61,121.0,Marion,4,Southern,Mostly Urban,45.1,48182.0,124.0,30.0,8.0,31.0,44.0,11.0,35.0,7.0,117.0,49.0,257.4,62.3,16.6,64.3,91.3,22.8,72.6,14.5,242.8,101.7
2011,62,123.0,Marshall,10,Central,Completely Rural,100.0,15167.0,9.0,2.0,,4.0,2.0,1.0,4.0,,9.0,1.0,59.3,13.2,,26.4,13.2,6.6,26.4,,59.3,6.6
2011,63,125.0,Mason,8,Central,Mostly Rural,77.5,17634.0,39.0,10.0,7.0,6.0,12.0,4.0,9.0,10.0,29.0,16.0,221.2,56.7,39.7,34.0,68.1,22.7,51.0,56.7,164.5,90.7
2011,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18754.0,31.0,8.0,3.0,12.0,5.0,3.0,14.0,6.0,25.0,18.0,165.3,42.7,16.0,64.0,26.7,16.0,74.7,32.0,133.3,96.0
2011,65,129.0,Menard,8,Central,Mostly Rural,75.7,15631.0,9.0,,2.0,1.0,5.0,1.0,2.0,,9.0,6.0,57.6,,12.8,6.4,32.0,6.4,12.8,,57.6,38.4
2011,66,131.0,Mercer,14,Central,Mostly Rural,77.8,19965.0,27.0,5.0,1.0,4.0,15.0,2.0,5.0,3.0,24.0,4.0,135.2,25.0,5.0,20.0,75.1,10.0,25.0,15.0,120.2,20.0
2011,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,41220.0,36.0,4.0,5.0,2.0,24.0,1.0,3.0,3.0,33.0,16.0,87.3,9.7,12.1,4.9,58.2,2.4,7.3,7.3,80.1,38.8
2011,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,36100.0,86.0,31.0,6.0,11.0,33.0,5.0,16.0,12.0,74.0,31.0,238.2,85.9,16.6,30.5,91.4,13.9,44.3,33.2,205.0,85.9
2011,69,137.0,Morgan,7,Central,Mostly Urban,36.2,42902.0,55.0,16.0,,10.0,24.0,5.0,14.0,8.0,47.0,35.0,128.2,37.3,,23.3,55.9,11.7,32.6,18.6,109.6,81.6
2011,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,18585.0,16.0,4.0,1.0,3.0,5.0,3.0,6.0,2.0,14.0,3.0,86.1,21.5,5.4,16.1,26.9,16.1,32.3,10.8,75.3,16.1
2011,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,65920.0,37.0,3.0,6.0,9.0,13.0,6.0,14.0,2.0,35.0,14.0,56.1,4.6,9.1,13.7,19.7,9.1,21.2,3.0,53.1,21.2
2011,72,143.0,Peoria,10,Central,Mostly Urban,14.6,231574.0,470.0,124.0,21.0,136.0,155.0,34.0,153.0,63.0,407.0,201.0,203.0,53.5,9.1,58.7,66.9,14.7,66.1,27.2,175.8,86.8
2011,73,145.0,Perry,20,Southern,Mostly Urban,43.6,26807.0,17.0,2.0,1.0,4.0,8.0,2.0,6.0,1.0,16.0,12.0,63.4,7.5,3.7,14.9,29.8,7.5,22.4,3.7,59.7,44.8
2011,74,147.0,Piatt,6,Central,Mostly Rural,67.7,20586.0,8.0,1.0,1.0,3.0,3.0,,3.0,,8.0,8.0,38.9,4.9,4.9,14.6,14.6,,14.6,,38.9,38.9
2011,75,149.0,Pike,8,Central,Mostly Rural,72.3,20042.0,39.0,10.0,4.0,5.0,14.0,6.0,9.0,2.0,37.0,10.0,194.6,49.9,20.0,24.9,69.9,29.9,44.9,10.0,184.6,49.9
2011,76,151.0,Pope,1,Southern,Completely Rural,100.0,5264.0,11.0,1.0,4.0,1.0,5.0,,1.0,2.0,9.0,1.0,209.0,19.0,76.0,19.0,95.0,,19.0,38.0,171.0,19.0
2011,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7340.0,8.0,,,2.0,5.0,1.0,2.0,,8.0,5.0,109.0,,,27.2,68.1,13.6,27.2,,109.0,68.1
2011,78,155.0,Putnam,10,Central,Completely Rural,100.0,7219.0,3.0,1.0,,,,2.0,2.0,1.0,2.0,1.0,41.6,13.9,,,,27.7,27.7,13.9,27.7,13.9
2011,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,39982.0,15.0,4.0,1.0,,7.0,3.0,2.0,2.0,13.0,19.0,37.5,10.0,2.5,,17.5,7.5,5.0,5.0,32.5,47.5
2011,80,159.0,Richland,2,Southern,Mostly Urban,43.5,19797.0,38.0,22.0,1.0,5.0,9.0,1.0,5.0,8.0,30.0,12.0,191.9,111.1,5.1,25.3,45.5,5.1,25.3,40.4,151.5,60.6
2011,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,180596.0,173.0,40.0,8.0,59.0,47.0,19.0,72.0,12.0,161.0,49.0,95.8,22.1,4.4,32.7,26.0,10.5,39.9,6.6,89.1,27.1
2011,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,337477.0,338.0,44.0,18.0,118.0,138.0,20.0,126.0,31.0,307.0,164.0,100.2,13.0,5.3,35.0,40.9,5.9,37.3,9.2,91.0,48.6
2011,83,165.0,Saline,1,Southern,Mostly Urban,43.7,30516.0,53.0,19.0,2.0,7.0,20.0,5.0,12.0,11.0,42.0,32.0,173.7,62.3,6.6,22.9,65.5,16.4,39.3,36.0,137.6,104.9
2011,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,245783.0,298.0,76.0,13.0,84.0,99.0,26.0,104.0,32.0,266.0,158.0,121.2,30.9,5.3,34.2,40.3,10.6,42.3,13.0,108.2,64.3
2011,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,9011.0,19.0,5.0,3.0,7.0,3.0,1.0,8.0,2.0,17.0,3.0,210.9,55.5,33.3,77.7,33.3,11.1,88.8,22.2,188.7,33.3
2011,86,171.0,Scott,7,Central,Completely Rural,100.0,6424.0,6.0,2.0,,,4.0,,,,6.0,,93.4,31.1,,,62.3,,,,93.4,
2011,87,173.0,Shelby,4,Central,Mostly Rural,77.7,27212.0,28.0,5.0,4.0,5.0,9.0,5.0,6.0,3.0,25.0,15.0,102.9,18.4,14.7,18.4,33.1,18.4,22.0,11.0,91.9,55.1
2011,88,175.0,Stark,10,Central,Completely Rural,100.0,7166.0,4.0,,,2.0,2.0,,2.0,,4.0,,55.8,,,27.9,27.9,,27.9,,55.8,
2011,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,57890.0,79.0,24.0,7.0,9.0,35.0,4.0,11.0,5.0,74.0,49.0,136.5,41.5,12.1,15.5,60.5,6.9,19.0,8.6,127.8,84.6
2011,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,167556.0,174.0,36.0,11.0,36.0,83.0,8.0,43.0,21.0,153.0,65.0,103.8,21.5,6.6,21.5,49.5,4.8,25.7,12.5,91.3,38.8
2011,91,181.0,Union,1,Southern,Mostly Rural,65.9,21442.0,31.0,5.0,5.0,7.0,13.0,1.0,8.0,2.0,29.0,13.0,144.6,23.3,23.3,32.6,60.6,4.7,37.3,9.3,135.2,60.6
2011,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,101300.0,229.0,60.0,15.0,60.0,79.0,15.0,62.0,24.0,205.0,96.0,226.1,59.2,14.8,59.2,78.0,14.8,61.2,23.7,202.4,94.8
2011,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,14387.0,17.0,6.0,1.0,3.0,7.0,,3.0,2.0,15.0,11.0,118.2,41.7,7.0,20.9,48.7,,20.9,13.9,104.3,76.5
2011,94,187.0,Warren,9,Central,Mostly Urban,45.5,21771.0,23.0,7.0,1.0,6.0,7.0,2.0,8.0,,23.0,8.0,105.6,32.2,4.6,27.6,32.2,9.2,36.7,,105.6,36.7
2011,95,189.0,Washington,20,Southern,Mostly Rural,73.6,17698.0,8.0,3.0,1.0,1.0,3.0,,1.0,2.0,6.0,4.0,45.2,17.0,5.7,5.7,17.0,,5.7,11.3,33.9,22.6
2011,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,20428.0,16.0,8.0,3.0,1.0,2.0,2.0,2.0,1.0,15.0,9.0,78.3,39.2,14.7,4.9,9.8,9.8,9.8,4.9,73.4,44.1
2011,97,193.0,White,2,Southern,Mostly Rural,62.0,17687.0,44.0,21.0,4.0,5.0,13.0,1.0,6.0,8.0,36.0,10.0,248.8,118.7,22.6,28.3,73.5,5.7,33.9,45.2,203.5,56.5
2011,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,71823.0,137.0,26.0,31.0,23.0,50.0,7.0,26.0,18.0,119.0,48.0,190.7,36.2,43.2,32.0,69.6,9.7,36.2,25.1,165.7,66.8
2011,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,873484.0,981.0,272.0,106.0,236.0,329.0,38.0,248.0,83.0,898.0,259.0,112.3,31.1,12.1,27.0,37.7,4.4,28.4,9.5,102.8,29.7
2011,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,81402.0,59.0,18.0,4.0,15.0,14.0,8.0,20.0,2.0,57.0,45.0,72.5,22.1,4.9,18.4,17.2,9.8,24.6,2.5,70.0,55.3
2011,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,365799.0,645.0,141.0,29.0,212.0,231.0,32.0,225.0,63.0,582.0,329.0,176.3,38.5,7.9,58.0,63.1,8.7,61.5,17.2,159.1,89.9
2011,102,203.0,Woodford,11,Central,Mostly Rural,54.9,48678.0,48.0,5.0,4.0,7.0,27.0,5.0,10.0,3.0,45.0,14.0,98.6,10.3,8.2,14.4,55.5,10.3,20.5,6.2,92.4,28.8
2012,1,1.0,Adams,8,Central,Mostly Urban,32.6,82429.0,212.0,91.0,36.0,33.0,44.0,8.0,37.0,45.0,167.0,55.0,257.2,110.4,43.7,40.0,53.4,9.7,44.9,54.6,202.6,66.7
2012,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9449.0,13.0,,3.0,3.0,7.0,,3.0,1.0,12.0,5.0,137.6,,31.7,31.7,74.1,,31.7,10.6,127.0,52.9
2012,3,5.0,Bond,3,Southern,Mostly Rural,60.7,21066.0,27.0,9.0,1.0,4.0,13.0,,4.0,3.0,24.0,15.0,128.2,42.7,4.7,19.0,61.7,,19.0,14.2,113.9,71.2
2012,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,68472.0,82.0,25.0,11.0,18.0,21.0,7.0,24.0,6.0,76.0,17.0,119.8,36.5,16.1,26.3,30.7,10.2,35.1,8.8,111.0,24.8
2012,5,9.0,Brown,8,Central,Mostly Urban,41.1,7942.0,3.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,37.8,12.6,12.6,12.6,,,12.6,12.6,25.2,
2012,6,11.0,Bureau,13,Central,Mostly Rural,57.4,42075.0,38.0,14.0,2.0,5.0,15.0,2.0,6.0,8.0,30.0,7.0,90.3,33.3,4.8,11.9,35.7,4.8,14.3,19.0,71.3,16.6
2012,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,6039.0,8.0,,1.0,,6.0,1.0,1.0,2.0,6.0,,132.5,,16.6,,99.4,16.6,16.6,33.1,99.4,
2012,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,18158.0,8.0,2.0,,2.0,3.0,1.0,3.0,1.0,7.0,6.0,44.1,11.0,,11.0,16.5,5.5,16.5,5.5,38.6,33.0
2012,9,17.0,Cass,8,Central,Mostly Rural,52.1,16758.0,19.0,4.0,4.0,1.0,10.0,,1.0,1.0,18.0,6.0,113.4,23.9,23.9,6.0,59.7,,6.0,6.0,107.4,35.8
2012,10,19.0,Champaign,6,Central,Mostly Urban,12.7,243896.0,449.0,71.0,68.0,112.0,170.0,28.0,124.0,50.0,399.0,182.0,184.1,29.1,27.9,45.9,69.7,11.5,50.8,20.5,163.6,74.6
2012,11,21.0,Christian,4,Central,Mostly Urban,43.5,42071.0,38.0,11.0,2.0,10.0,11.0,4.0,11.0,7.0,31.0,16.0,90.3,26.1,4.8,23.8,26.1,9.5,26.1,16.6,73.7,38.0
2012,12,23.0,Clark,5,Southern,Mostly Rural,59.5,19987.0,20.0,4.0,1.0,2.0,13.0,,2.0,2.0,18.0,1.0,100.1,20.0,5.0,10.0,65.0,,10.0,10.0,90.1,5.0
2012,13,25.0,Clay,4,Southern,Mostly Rural,64.7,16828.0,26.0,12.0,5.0,2.0,5.0,2.0,4.0,7.0,19.0,6.0,154.5,71.3,29.7,11.9,29.7,11.9,23.8,41.6,112.9,35.7
2012,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,46251.0,55.0,10.0,3.0,9.0,29.0,4.0,11.0,7.0,48.0,12.0,118.9,21.6,6.5,19.5,62.7,8.6,23.8,15.1,103.8,25.9
2012,15,29.0,Coles,5,Central,Mostly Urban,24.3,62923.0,101.0,43.0,2.0,14.0,29.0,13.0,25.0,8.0,93.0,55.0,160.5,68.3,3.2,22.2,46.1,20.7,39.7,12.7,147.8,87.4
2012,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,6452440.0,11092.0,3340.0,769.0,3276.0,3164.0,543.0,3470.0,907.0,10185.0,4729.0,171.9,51.8,11.9,50.8,49.0,8.4,53.8,14.1,157.8,73.3
2012,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,23545.0,41.0,10.0,7.0,3.0,13.0,8.0,9.0,3.0,38.0,16.0,174.1,42.5,29.7,12.7,55.2,34.0,38.2,12.7,161.4,68.0
2012,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,13492.0,2.0,,,1.0,1.0,,1.0,,2.0,6.0,14.8,,,7.4,7.4,,7.4,,14.8,44.5
2012,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,127497.0,114.0,22.0,11.0,33.0,34.0,14.0,43.0,10.0,104.0,43.0,89.4,17.3,8.6,25.9,26.7,11.0,33.7,7.8,81.6,33.7
2012,20,39.0,De Witt,6,Central,Mostly Urban,48.8,20154.0,48.0,16.0,5.0,5.0,16.0,6.0,8.0,8.0,40.0,15.0,238.2,79.4,24.8,24.8,79.4,29.8,39.7,39.7,198.5,74.4
2012,21,41.0,Douglas,6,Central,Mostly Rural,61.6,24963.0,29.0,4.0,5.0,6.0,9.0,5.0,10.0,6.0,23.0,7.0,116.2,16.0,20.0,24.0,36.1,20.0,40.1,24.0,92.1,28.0
2012,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1152323.0,656.0,170.0,68.0,120.0,265.0,33.0,142.0,87.0,569.0,164.0,56.9,14.8,5.9,10.4,23.0,2.9,12.3,7.5,49.4,14.2
2012,23,45.0,Edgar,5,Central,Mostly Rural,51.8,22069.0,21.0,3.0,1.0,5.0,11.0,1.0,5.0,,21.0,16.0,95.2,13.6,4.5,22.7,49.8,4.5,22.7,,95.2,72.5
2012,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8270.0,15.0,4.0,4.0,4.0,2.0,1.0,5.0,2.0,13.0,4.0,181.4,48.4,48.4,48.4,24.2,12.1,60.5,24.2,157.2,48.4
2012,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,42596.0,54.0,19.0,8.0,11.0,12.0,4.0,14.0,7.0,47.0,25.0,126.8,44.6,18.8,25.8,28.2,9.4,32.9,16.4,110.3,58.7
2012,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,27047.0,56.0,13.0,3.0,17.0,14.0,9.0,24.0,2.0,54.0,20.0,207.0,48.1,11.1,62.9,51.8,33.3,88.7,7.4,199.7,73.9
2012,27,53.0,Ford,11,Central,Mostly Urban,41.8,17138.0,9.0,,,3.0,4.0,2.0,5.0,1.0,8.0,3.0,52.5,,,17.5,23.3,11.7,29.2,5.8,46.7,17.5
2012,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,48905.0,77.0,19.0,7.0,11.0,31.0,9.0,17.0,11.0,66.0,19.0,157.4,38.9,14.3,22.5,63.4,18.4,34.8,22.5,135.0,38.9
2012,29,57.0,Fulton,9,Central,Mostly Rural,60.0,44156.0,34.0,9.0,4.0,11.0,5.0,5.0,13.0,8.0,26.0,9.0,77.0,20.4,9.1,24.9,11.3,11.3,29.4,18.1,58.9,20.4
2012,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6493.0,11.0,2.0,,2.0,7.0,,2.0,1.0,10.0,2.0,169.4,30.8,,30.8,107.8,,30.8,15.4,154.0,30.8
2012,31,61.0,Greene,7,Central,Mostly Rural,70.8,16716.0,11.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,10.0,3.0,65.8,12.0,6.0,12.0,23.9,12.0,23.9,6.0,59.8,17.9
2012,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,63536.0,40.0,13.0,3.0,8.0,14.0,2.0,10.0,2.0,38.0,6.0,63.0,20.5,4.7,12.6,22.0,3.1,15.7,3.1,59.8,9.4
2012,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,10293.0,25.0,7.0,,5.0,10.0,3.0,6.0,3.0,22.0,6.0,242.9,68.0,,48.6,97.2,29.1,58.3,29.1,213.7,58.3
2012,34,67.0,Hancock,9,Central,Mostly Rural,71.0,22876.0,31.0,7.0,5.0,10.0,8.0,1.0,10.0,2.0,29.0,7.0,135.5,30.6,21.9,43.7,35.0,4.4,43.7,8.7,126.8,30.6
2012,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5147.0,7.0,1.0,1.0,3.0,2.0,,3.0,,7.0,3.0,136.0,19.4,19.4,58.3,38.9,,58.3,,136.0,58.3
2012,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8427.0,16.0,8.0,2.0,1.0,4.0,1.0,1.0,2.0,14.0,1.0,189.9,94.9,23.7,11.9,47.5,11.9,11.9,23.7,166.1,11.9
2012,37,73.0,Henry,14,Central,Mostly Rural,50.3,61970.0,127.0,38.0,16.0,30.0,33.0,10.0,37.0,13.0,114.0,32.0,204.9,61.3,25.8,48.4,53.3,16.1,59.7,21.0,184.0,51.6
2012,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,35940.0,42.0,10.0,4.0,4.0,21.0,3.0,5.0,5.0,37.0,19.0,116.9,27.8,11.1,11.1,58.4,8.3,13.9,13.9,102.9,52.9
2012,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,69740.0,111.0,16.0,2.0,25.0,59.0,9.0,28.0,9.0,102.0,42.0,159.2,22.9,2.9,35.8,84.6,12.9,40.1,12.9,146.3,60.2
2012,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11883.0,9.0,5.0,,,3.0,1.0,,2.0,7.0,4.0,75.7,42.1,,,25.2,8.4,,16.8,58.9,33.7
2012,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,47118.0,86.0,38.0,2.0,19.0,18.0,9.0,24.0,5.0,81.0,42.0,182.5,80.6,4.2,40.3,38.2,19.1,50.9,10.6,171.9,89.1
2012,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,27713.0,32.0,8.0,2.0,10.0,9.0,3.0,13.0,1.0,31.0,9.0,115.5,28.9,7.2,36.1,32.5,10.8,46.9,3.6,111.9,32.5
