year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,aggravated_assault,arson,burglary,larceny_theft,motor_vehicle_theft,murder,robbery,sexual_assault,aggravated_assault_rate,arson_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate,murder_rate,robbery_rate,sexual_assault_rate
2014,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,28719,18.0,3.0,18.0,60.0,3.0,0.0,2.0,2.0,62.7,10.4,62.7,208.9,10.4,0.0,7.0,7.0
2014,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59359,60.0,1.0,51.0,447.0,13.0,1.0,44.0,18.0,101.1,1.7,85.9,753.0,21.9,1.7,74.1,30.3
2014,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9633,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.8,0.0,10.4,0.0,10.4,0.0,0.0,0.0
2014,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38377,55.0,2.0,35.0,190.0,0.0,1.0,4.0,0.0,143.3,5.2,91.2,495.1,0.0,2.6,10.4,0.0
2014,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22467,11.0,0.0,21.0,125.0,1.0,0.0,3.0,10.0,49.0,0.0,93.5,556.4,4.5,0.0,13.4,44.5
2014,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22338,16.0,0.0,6.0,27.0,9.0,0.0,0.0,0.0,71.6,0.0,26.9,120.9,40.3,0.0,0.0,0.0
2014,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12890,13.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,100.9,0.0,31.0,85.3,0.0,0.0,0.0,0.0
2014,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,526028,331.0,9.0,125.0,1373.0,21.0,4.0,49.0,15.0,62.9,1.7,23.8,261.0,4.0,0.8,9.3,2.9
2014,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,111907,85.0,3.0,49.0,507.0,9.0,7.0,26.0,10.0,76.0,2.7,43.8,453.1,8.0,6.3,23.2,8.9
2014,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,121413,26.0,6.0,20.0,479.0,2.0,0.0,8.0,5.0,21.4,4.9,16.5,394.5,1.6,0.0,6.6,4.1
2014,48,95.0,Knox,9,Central,Mostly Urban,24.3,51944,79.0,1.0,41.0,271.0,4.0,2.0,9.0,13.0,152.1,1.9,78.9,521.7,7.7,3.9,17.3,25.0
2014,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,704618,373.0,11.0,377.0,2314.0,55.0,12.0,100.0,44.0,52.9,1.6,53.5,328.4,7.8,1.7,14.2,6.2
2014,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111669,84.0,4.0,45.0,347.0,8.0,0.0,6.0,5.0,75.2,3.6,40.3,310.7,7.2,0.0,5.4,4.5
2014,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16558,13.0,0.0,12.0,17.0,4.0,1.0,10.0,0.0,78.5,0.0,72.5,102.7,24.2,6.0,60.4,0.0
2014,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34904,13.0,1.0,18.0,99.0,1.0,0.0,2.0,3.0,37.2,2.9,51.6,283.6,2.9,0.0,5.7,8.6
2014,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37040,28.0,0.0,17.0,96.0,9.0,0.0,2.0,11.0,75.6,0.0,45.9,259.2,24.3,0.0,5.4,29.7
2014,54,107.0,Logan,11,Central,Mostly Urban,39.9,29656,25.0,2.0,13.0,133.0,10.0,0.0,0.0,1.0,84.3,6.7,43.8,448.5,33.7,0.0,0.0,3.4
2014,55,109.0,McDonough,9,Central,Mostly Urban,29.5,31792,73.0,0.0,24.0,93.0,0.0,0.0,0.0,2.0,229.6,0.0,75.5,292.5,0.0,0.0,0.0,6.3
2014,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,307414,124.0,9.0,72.0,762.0,6.0,1.0,17.0,18.0,40.3,2.9,23.4,247.9,2.0,0.3,5.5,5.9
2014,57,113.0,McLean,11,Central,Mostly Urban,16.5,174121,204.0,4.0,121.0,786.0,12.0,5.0,19.0,19.0,117.2,2.3,69.5,451.4,6.9,2.9,10.9,10.9
2014,58,115.0,Macon,6,Central,Mostly Urban,15.3,108520,228.0,3.0,144.0,791.0,6.0,5.0,48.0,25.0,210.1,2.8,132.7,728.9,5.5,4.6,44.2,23.0
2014,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,46204,27.0,0.0,6.0,19.0,3.0,0.0,1.0,1.0,58.4,0.0,13.0,41.1,6.5,0.0,2.2,2.2
2014,60,119.0,Madison,3,Southern,Mostly Urban,13.3,266618,203.0,3.0,184.0,1224.0,35.0,4.0,41.0,23.0,76.1,1.1,69.0,459.1,13.1,1.5,15.4,8.6
2014,61,121.0,Marion,4,Southern,Mostly Urban,45.1,38558,66.0,1.0,41.0,138.0,2.0,1.0,2.0,6.0,171.2,2.6,106.3,357.9,5.2,2.6,5.2,15.6
2014,62,123.0,Marshall,10,Central,Completely Rural,100.0,11959,9.0,0.0,5.0,11.0,0.0,0.0,0.0,2.0,75.3,0.0,41.8,92.0,0.0,0.0,0.0,16.7
2014,63,125.0,Mason,8,Central,Mostly Rural,77.5,14102,14.0,0.0,8.0,20.0,0.0,0.0,0.0,0.0,99.3,0.0,56.7,141.8,0.0,0.0,0.0,0.0
2014,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14753,27.0,0.0,15.0,38.0,1.0,0.0,2.0,4.0,183.0,0.0,101.7,257.6,6.8,0.0,13.6,27.1
2014,65,129.0,Menard,8,Central,Mostly Rural,75.7,12505,13.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,104.0,0.0,16.0,24.0,8.0,0.0,0.0,0.0
2014,66,131.0,Mercer,14,Central,Mostly Rural,77.8,15900,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,69.2,0.0,0.0,0.0,0.0
2014,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,33542,13.0,0.0,18.0,50.0,0.0,0.0,0.0,1.0,38.8,0.0,53.7,149.1,0.0,0.0,0.0,3.0
2014,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29448,54.0,2.0,22.0,92.0,4.0,0.0,6.0,1.0,183.4,6.8,74.7,312.4,13.6,0.0,20.4,3.4
2014,69,137.0,Morgan,7,Central,Mostly Urban,36.2,34672,15.0,1.0,14.0,210.0,2.0,0.0,1.0,2.0,43.3,2.9,40.4,605.7,5.8,0.0,2.9,5.8
2014,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14750,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0
2014,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,51949,21.0,1.0,18.0,26.0,1.0,0.0,1.0,4.0,40.4,1.9,34.6,50.0,1.9,0.0,1.9,7.7
2014,72,143.0,Peoria,10,Central,Mostly Urban,14.6,187531,273.0,4.0,144.0,832.0,25.0,7.0,67.0,20.0,145.6,2.1,76.8,443.7,13.3,3.7,35.7,10.7
2014,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21540,17.0,0.0,6.0,53.0,0.0,1.0,2.0,0.0,78.9,0.0,27.9,246.1,0.0,4.6,9.3,0.0
2014,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16408,9.0,0.0,4.0,9.0,0.0,0.0,1.0,1.0,54.9,0.0,24.4,54.9,0.0,0.0,6.1,6.1
2014,75,149.0,Pike,8,Central,Mostly Rural,72.3,15955,13.0,1.0,19.0,38.0,2.0,2.0,0.0,2.0,81.5,6.3,119.1,238.2,12.5,12.5,0.0,12.5
2014,76,151.0,Pope,1,Southern,Completely Rural,100.0,4371,,,,,,,,,,,,,,,,
2014,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,5794,8.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,138.1,0.0,17.3,51.8,0.0,0.0,17.3,0.0
2014,78,155.0,Putnam,10,Central,Completely Rural,100.0,5832,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,51.4,17.1,17.1,0.0,0.0,0.0
2014,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33142,41.0,0.0,29.0,163.0,4.0,1.0,4.0,1.0,123.7,0.0,87.5,491.8,12.1,3.0,12.1,3.0
2014,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16018,22.0,0.0,6.0,55.0,3.0,0.0,0.0,0.0,137.3,0.0,37.5,343.4,18.7,0.0,0.0,0.0
2014,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147090,217.0,9.0,101.0,888.0,12.0,3.0,28.0,6.0,147.5,6.1,68.7,603.7,8.2,2.0,19.0,4.1
2014,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,265922,495.0,18.0,182.0,1232.0,87.0,9.0,80.0,38.0,186.1,6.8,68.4,463.3,32.7,3.4,30.1,14.3
2014,83,165.0,Saline,1,Southern,Mostly Urban,43.7,24492,41.0,0.0,29.0,102.0,3.0,0.0,8.0,2.0,167.4,0.0,118.4,416.5,12.2,0.0,32.7,8.2
2014,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,199180,426.0,13.0,157.0,1516.0,32.0,5.0,62.0,4.0,213.9,6.5,78.8,761.1,16.1,2.5,31.1,2.0
2014,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7260,8.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,110.2,13.8,41.3,41.3,0.0,0.0,0.0,0.0
2014,86,171.0,Scott,7,Central,Completely Rural,100.0,5170,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,19.3,0.0,38.7,0.0,19.3,0.0,0.0,0.0
2014,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22106,10.0,2.0,7.0,15.0,1.0,0.0,0.0,0.0,45.2,9.0,31.7,67.9,4.5,0.0,0.0,0.0
2014,88,175.0,Stark,10,Central,Completely Rural,100.0,5602,3.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,53.6,0.0,107.1,71.4,0.0,0.0,0.0,0.0
2014,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46267,21.0,0.0,35.0,237.0,2.0,3.0,7.0,2.0,45.4,0.0,75.6,512.2,4.3,6.5,15.1,4.3
2014,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,135363,134.0,2.0,213.0,444.0,13.0,0.0,11.0,4.0,99.0,1.5,157.4,328.0,9.6,0.0,8.1,3.0
2014,91,181.0,Union,1,Southern,Mostly Rural,65.9,17407,19.0,0.0,7.0,64.0,3.0,2.0,0.0,3.0,109.2,0.0,40.2,367.7,17.2,11.5,0.0,17.2
2014,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,79786,188.0,4.0,145.0,427.0,12.0,0.0,31.0,17.0,235.6,5.0,181.7,535.2,15.0,0.0,38.9,21.3
2014,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,11600,25.0,0.0,10.0,27.0,2.0,0.0,0.0,1.0,215.5,0.0,86.2,232.8,17.2,0.0,0.0,8.6
2014,94,187.0,Warren,9,Central,Mostly Urban,45.5,17719,24.0,1.0,8.0,43.0,2.0,0.0,0.0,0.0,135.4,5.6,45.1,242.7,11.3,0.0,0.0,0.0
2014,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14391,30.0,0.0,8.0,15.0,2.0,0.0,0.0,0.0,208.5,0.0,55.6,104.2,13.9,0.0,0.0,0.0
2014,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16593,32.0,1.0,20.0,34.0,0.0,0.0,3.0,1.0,192.9,6.0,120.5,204.9,0.0,0.0,18.1,6.0
2014,97,193.0,White,2,Southern,Mostly Rural,62.0,14267,15.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0,105.1,0.0,0.0,49.1,35.0,0.0,7.0,0.0
2014,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,57019,68.0,4.0,43.0,120.0,2.0,0.0,3.0,8.0,119.3,7.0,75.4,210.5,3.5,0.0,5.3,14.0
2014,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,685369,442.0,9.0,228.0,1789.0,26.0,11.0,64.0,18.0,64.5,1.3,33.3,261.0,3.8,1.6,9.3,2.6
2014,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,67410,115.0,1.0,30.0,57.0,3.0,0.0,0.0,1.0,170.6,1.5,44.5,84.6,4.5,0.0,0.0,1.5
2014,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,288775,371.0,26.0,237.0,1344.0,24.0,8.0,86.0,17.0,128.5,9.0,82.1,465.4,8.3,2.8,29.8,5.9
2014,102,203.0,Woodford,11,Central,Mostly Rural,54.9,39061,12.0,0.0,7.0,10.0,1.0,0.0,3.0,1.0,30.7,0.0,17.9,25.6,2.6,0.0,7.7,2.6
2015,1,1.0,Adams,8,Central,Mostly Urban,32.6,66857,98.0,2.0,33.0,357.0,3.0,3.0,2.0,4.0,146.6,3.0,49.4,534.0,4.5,4.5,3.0,6.0
2015,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,6761,67.0,5.0,6.0,19.0,2.0,2.0,1.0,0.0,991.0,74.0,88.7,281.0,29.6,29.6,14.8,0.0
2015,3,5.0,Bond,3,Southern,Mostly Rural,60.7,16684,6.0,0.0,4.0,13.0,0.0,1.0,0.0,0.0,36.0,0.0,24.0,77.9,0.0,6.0,0.0,0.0
2015,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,53606,41.0,2.0,16.0,125.0,3.0,0.0,6.0,14.0,76.5,3.7,29.8,233.2,5.6,0.0,11.2,26.1
2015,5,9.0,Brown,8,Central,Mostly Urban,41.1,6748,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,6,11.0,Bureau,13,Central,Mostly Rural,57.4,33490,22.0,0.0,33.0,43.0,1.0,0.0,2.0,2.0,65.7,0.0,98.5,128.4,3.0,0.0,6.0,6.0
2015,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,4858,,,,,,,,,,,,,,,,
2015,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,14640,23.0,1.0,3.0,23.0,1.0,1.0,0.0,0.0,157.1,6.8,20.5,157.1,6.8,6.8,0.0,0.0
2015,9,17.0,Cass,8,Central,Mostly Rural,52.1,12848,63.0,0.0,15.0,57.0,4.0,0.0,0.0,1.0,490.3,0.0,116.7,443.6,31.1,0.0,0.0,7.8
2015,10,19.0,Champaign,6,Central,Mostly Urban,12.7,209234,199.0,4.0,225.0,1274.0,33.0,8.0,57.0,13.0,95.1,1.9,107.5,608.9,15.8,3.8,27.2,6.2
2015,11,21.0,Christian,4,Central,Mostly Urban,43.5,33457,32.0,1.0,16.0,91.0,8.0,0.0,2.0,0.0,95.6,3.0,47.8,272.0,23.9,0.0,6.0,0.0
2015,12,23.0,Clark,5,Southern,Mostly Rural,59.5,15869,4.0,1.0,8.0,21.0,1.0,0.0,0.0,0.0,25.2,6.3,50.4,132.3,6.3,0.0,0.0,0.0
2015,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13402,10.0,0.0,4.0,41.0,1.0,0.0,0.0,0.0,74.6,0.0,29.8,305.9,7.5,0.0,0.0,0.0
2015,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,37660,31.0,2.0,5.0,123.0,3.0,0.0,2.0,2.0,82.3,5.3,13.3,326.6,8.0,0.0,5.3,5.3
2015,15,29.0,Coles,5,Central,Mostly Urban,24.3,52160,75.0,2.0,25.0,116.0,4.0,1.0,7.0,3.0,143.8,3.8,47.9,222.4,7.7,1.9,13.4,5.8
2015,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5247662,2674.0,98.0,1963.0,16885.0,3104.0,305.0,2102.0,405.0,51.0,1.9,37.4,321.8,59.2,5.8,40.1,7.7
2015,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19258,32.0,0.0,13.0,39.0,6.0,0.0,0.0,0.0,166.2,0.0,67.5,202.5,31.2,0.0,0.0,0.0
2015,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10860,10.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,92.1,0.0,0.0,64.5,18.4,0.0,0.0,0.0
2015,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,104154,131.0,3.0,117.0,358.0,3.0,3.0,20.0,16.0,125.8,2.9,112.3,343.7,2.9,2.9,19.2,15.4
2015,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16181,1.0,1.0,20.0,25.0,0.0,0.0,0.0,2.0,6.2,6.2,123.6,154.5,0.0,0.0,0.0,12.4
2015,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19831,26.0,0.0,3.0,13.0,9.0,0.0,1.0,1.0,131.1,0.0,15.1,65.6,45.4,0.0,5.0,5.0
2015,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,933965,242.0,9.0,152.0,3005.0,29.0,3.0,85.0,17.0,25.9,1.0,16.3,321.7,3.1,0.3,9.1,1.8
2015,23,45.0,Edgar,5,Central,Mostly Rural,51.8,17603,19.0,2.0,31.0,65.0,0.0,0.0,1.0,2.0,107.9,11.4,176.1,369.3,0.0,0.0,5.7,11.4
2015,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6509,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,46.1,0.0,15.4,30.7,0.0,0.0,0.0,0.0
2015,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34209,32.0,2.0,26.0,92.0,7.0,0.0,0.0,2.0,93.5,5.8,76.0,268.9,20.5,0.0,0.0,5.8
2015,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22033,14.0,0.0,5.0,52.0,0.0,0.0,0.0,2.0,63.5,0.0,22.7,236.0,0.0,0.0,0.0,9.1
2015,27,53.0,Ford,11,Central,Mostly Urban,41.8,13526,27.0,0.0,13.0,25.0,1.0,0.0,4.0,3.0,199.6,0.0,96.1,184.8,7.4,0.0,29.6,22.2
2015,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39390,75.0,0.0,46.0,160.0,4.0,0.0,0.0,0.0,190.4,0.0,116.8,406.2,10.2,0.0,0.0,0.0
2015,29,57.0,Fulton,9,Central,Mostly Rural,60.0,35707,19.0,3.0,36.0,86.0,6.0,1.0,1.0,3.0,53.2,8.4,100.8,240.8,16.8,2.8,2.8,8.4
2015,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5222,5.0,0.0,1.0,11.0,2.0,0.0,0.0,1.0,95.7,0.0,19.1,210.6,38.3,0.0,0.0,19.1
2015,31,61.0,Greene,7,Central,Mostly Rural,70.8,13344,17.0,0.0,13.0,23.0,1.0,0.0,0.0,3.0,127.4,0.0,97.4,172.4,7.5,0.0,0.0,22.5
2015,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,50363,16.0,4.0,16.0,64.0,0.0,1.0,2.0,3.0,31.8,7.9,31.8,127.1,0.0,2.0,4.0,6.0
2015,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8249,2.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,24.2,12.1,72.7,72.7,72.7,0.0,0.0,0.0
2015,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18215,6.0,0.0,5.0,9.0,0.0,0.0,0.0,2.0,32.9,0.0,27.4,49.4,0.0,0.0,0.0,11.0
2015,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4065,4.0,0.0,2.0,8.0,1.0,0.0,0.0,1.0,98.4,0.0,49.2,196.8,24.6,0.0,0.0,24.6
2015,36,71.0,Henderson,9,Central,Mostly Rural,99.7,6997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,37,73.0,Henry,14,Central,Mostly Rural,50.3,49644,24.0,0.0,27.0,105.0,1.0,0.0,1.0,9.0,48.3,0.0,54.4,211.5,2.0,0.0,2.0,18.1
2015,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,28522,25.0,0.0,26.0,69.0,2.0,0.0,2.0,4.0,87.7,0.0,91.2,241.9,7.0,0.0,7.0,14.0
2015,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59245,56.0,2.0,44.0,352.0,7.0,1.0,18.0,9.0,94.5,3.4,74.3,594.1,11.8,1.7,30.4,15.2
2015,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9628,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38290,70.0,8.0,54.0,214.0,0.0,0.0,8.0,2.0,182.8,20.9,141.0,558.9,0.0,0.0,20.9,5.2
2015,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22223,14.0,1.0,26.0,111.0,3.0,0.0,0.0,6.0,63.0,4.5,117.0,499.5,13.5,0.0,0.0,27.0
2015,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22077,11.0,0.0,11.0,28.0,3.0,0.0,0.0,0.0,49.8,0.0,49.8,126.8,13.6,0.0,0.0,0.0
2015,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12780,31.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,242.6,0.0,7.8,62.6,7.8,7.8,0.0,0.0
2015,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,529330,288.0,8.0,111.0,1135.0,42.0,4.0,78.0,23.0,54.4,1.5,21.0,214.4,7.9,0.8,14.7,4.3
2015,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,111758,103.0,1.0,62.0,516.0,7.0,0.0,21.0,11.0,92.2,0.9,55.5,461.7,6.3,0.0,18.8,9.8
2015,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,122937,29.0,1.0,30.0,419.0,6.0,1.0,1.0,13.0,23.6,0.8,24.4,340.8,4.9,0.8,0.8,10.6
2015,48,95.0,Knox,9,Central,Mostly Urban,24.3,51374,117.0,2.0,44.0,270.0,17.0,1.0,6.0,4.0,227.7,3.9,85.6,525.6,33.1,1.9,11.7,7.8
2015,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,704995,350.0,9.0,261.0,2022.0,57.0,4.0,89.0,26.0,49.6,1.3,37.0,286.8,8.1,0.6,12.6,3.7
2015,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111023,71.0,4.0,58.0,379.0,4.0,4.0,6.0,8.0,64.0,3.6,52.2,341.4,3.6,3.6,5.4,7.2
2015,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16455,22.0,0.0,29.0,31.0,9.0,0.0,0.0,1.0,133.7,0.0,176.2,188.4,54.7,0.0,0.0,6.1
2015,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34515,37.0,1.0,18.0,94.0,1.0,6.0,2.0,9.0,107.2,2.9,52.2,272.3,2.9,17.4,5.8,26.1
2015,53,105.0,Livingston,11,Central,Mostly Urban,40.8,36603,32.0,0.0,14.0,70.0,0.0,0.0,5.0,5.0,87.4,0.0,38.2,191.2,0.0,0.0,13.7,13.7
2015,54,107.0,Logan,11,Central,Mostly Urban,39.9,29270,28.0,1.0,19.0,125.0,6.0,0.0,0.0,0.0,95.7,3.4,64.9,427.1,20.5,0.0,0.0,0.0
2015,55,109.0,McDonough,9,Central,Mostly Urban,29.5,31430,81.0,0.0,39.0,76.0,0.0,0.0,2.0,2.0,257.7,0.0,124.1,241.8,0.0,0.0,6.4,6.4
2015,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,307650,136.0,2.0,45.0,734.0,12.0,1.0,4.0,13.0,44.2,0.7,14.6,238.6,3.9,0.3,1.3,4.2
2015,57,113.0,McLean,11,Central,Mostly Urban,16.5,173160,184.0,2.0,111.0,633.0,19.0,1.0,12.0,30.0,106.3,1.2,64.1,365.6,11.0,0.6,6.9,17.3
2015,58,115.0,Macon,6,Central,Mostly Urban,15.3,107363,175.0,4.0,133.0,794.0,29.0,4.0,54.0,14.0,163.0,3.7,123.9,739.5,27.0,3.7,50.3,13.0
2015,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,45875,34.0,1.0,6.0,19.0,2.0,0.0,0.0,2.0,74.1,2.2,13.1,41.4,4.4,0.0,0.0,4.4
2015,60,119.0,Madison,3,Southern,Mostly Urban,13.3,266069,273.0,10.0,183.0,1529.0,38.0,2.0,58.0,24.0,102.6,3.8,68.8,574.7,14.3,0.8,21.8,9.0
2015,61,121.0,Marion,4,Southern,Mostly Urban,45.1,38366,71.0,0.0,42.0,125.0,7.0,2.0,2.0,2.0,185.1,0.0,109.5,325.8,18.2,5.2,5.2,5.2
2015,62,123.0,Marshall,10,Central,Completely Rural,100.0,11919,7.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,58.7,0.0,33.6,50.3,0.0,8.4,0.0,50.3
2015,63,125.0,Mason,8,Central,Mostly Rural,77.5,13861,10.0,1.0,5.0,10.0,0.0,0.0,0.0,1.0,72.1,7.2,36.1,72.1,0.0,0.0,0.0,7.2
2015,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14565,23.0,0.0,12.0,49.0,2.0,0.0,0.0,1.0,157.9,0.0,82.4,336.4,13.7,0.0,0.0,6.9
2015,65,129.0,Menard,8,Central,Mostly Rural,75.7,12355,10.0,0.0,2.0,6.0,0.0,1.0,0.0,1.0,80.9,0.0,16.2,48.6,0.0,8.1,0.0,8.1
2015,66,131.0,Mercer,14,Central,Mostly Rural,77.8,15744,13.0,1.0,19.0,7.0,0.0,0.0,0.0,5.0,82.6,6.4,120.7,44.5,0.0,0.0,0.0,31.8
2015,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,33738,7.0,0.0,16.0,100.0,1.0,1.0,2.0,0.0,20.7,0.0,47.4,296.4,3.0,3.0,5.9,0.0
2015,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29186,64.0,0.0,26.0,122.0,2.0,0.0,0.0,0.0,219.3,0.0,89.1,418.0,6.9,0.0,0.0,0.0
2015,69,137.0,Morgan,7,Central,Mostly Urban,36.2,34665,51.0,2.0,20.0,154.0,1.0,1.0,6.0,2.0,147.1,5.8,57.7,444.3,2.9,2.9,17.3,5.8
2015,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14740,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,13.6,0.0,0.0,0.0,0.0
2015,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,51573,12.0,1.0,18.0,43.0,3.0,0.0,3.0,1.0,23.3,1.9,34.9,83.4,5.8,0.0,5.8,1.9
2015,72,143.0,Peoria,10,Central,Mostly Urban,14.6,186512,275.0,11.0,113.0,796.0,22.0,19.0,50.0,24.0,147.4,5.9,60.6,426.8,11.8,10.2,26.8,12.9
2015,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21516,21.0,1.0,6.0,73.0,1.0,0.0,0.0,0.0,97.6,4.6,27.9,339.3,4.6,0.0,0.0,0.0
2015,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16349,10.0,0.0,7.0,17.0,0.0,0.0,0.0,2.0,61.2,0.0,42.8,104.0,0.0,0.0,0.0,12.2
2015,75,149.0,Pike,8,Central,Mostly Rural,72.3,15792,12.0,0.0,17.0,40.0,1.0,0.0,3.0,0.0,76.0,0.0,107.6,253.3,6.3,0.0,19.0,0.0
2015,76,151.0,Pope,1,Southern,Completely Rural,100.0,4287,,,,,,,,,,,,,,,,
